Conc_Nr;Composer;WorkNr;Modern Ed;Concordances;Comment
ConcR1511;;;;A-LIa475 / 90v (2) - D-Ngm21977 / 6r - D-WGuelf18.7 / I.35v - D-WGuelf18.7 / I.36r - GB-Cfm688 / 36v - D-LEm6-15 / 529 - GB-LblSloane1021 / 112r (2) - CZ-Pu59r469 / 45v (2) - RUS-Königsberg Gen2.150 N°13;
ConcR1512;;;;D-WGuelf18.7 / I.38v - A-LIa475 / 91v (3) - D-Lr2000 / 80 - D-LEm6-15 / XIII.3r (2);
ConcR1513;;;;D-WGuelf18.7 / I.67r - D-LEm6-15 / 538 (1) - D-LEm6-15 / 538 (2);
ConcR1514;;;;D-WGuelf18.7 / I.67v - D-B40141 / 102r - GB-Cfm688 / 33v - GB-LblSloane1021 / 112r (3) - ReusnerLustgarten / 40 (2) - ReusnerGeistliche / 4 (2);
ConcR1515;;;;D-WGuelf18.7 / II.10v (2) - Besard1603 / 71v;
ConcR1516;;;;D-WGuelf18.7 / II.11v - D-KA678 / 2v (1) - A-LIa475 / 54r (2);
ConcR1517;;;;D-WGuelf18.7 / II.12r - Rude1600 / L2v;
ConcR1518;;;;D-WGuelf18.7 / II.12v - D-Sl_G.I.4(2) / 79 (2) - D-Sl_G.I.4(2) / 79 (3);
ConcR1519;;;;B-Br275 / 58v - CH-BuF.IX.70 / 102 (2) - D-WGuelf18.7 / II.14v - D-Kdma9829 / 16r - Denss1594 / 25r (2) - PL-Kj40583 / 9v (1);
ConcR1520;;;;D-WGuelf18.7 / II.15r - I-BDGchilesotti / 32 - I-TRc1947 / 17v;
ConcR1521;;;;F-Pn29 / 15r - I-PESc-b10 / 5v;
ConcR1522;;;;D-WGuelf18.7 / II.16v (1) - D-WGuelf18.7 / II.16v (2) - DK-KkThott841 / 50v (1) - CH-BuF.IX.70 / 267 (4) - CH-SAM2 / 2r (1) - CZ-PnmIVG18 / 134r - D-B40141 / 85r (1) - D-B40141 / 100r (1) - Drusina1556 / 16 - NewsidlerH1536 / m4r - NL-At.208.A.27 / 20r - Ochsenkhun1558 / 79v - PL-KjW510 / 4r (3) - PL-KjW510 / 17v (1) - D-LEm6-15 / XI.2v (2) - Fuhrmann1615 / 46;
ConcR1523;;RISM A/I H 2336 / N°13;;D-WGuelf18.7 / II.20v - A-LIa475 / 54v (1);
ConcR1524;;;;D-WGuelf18.7 / II.21r - Rude1600 / E1r - Terzi1599 / 8;
ConcR1525;;;;D-WGuelf18.7 / II.21v - Terzi1593 / 59 - CDN-Mc / 84v;
ConcR1526;;;;D-WGuelf18.7 / II.26r - DaCremaI_1546 / G3v - DaCremaIII_1546 / 27v - PhaleseIII_1547 / E4r - PhaleseV_1547 / G3r - NewsidlerM1574 / C4r - PL-Kj40598 / 117v - Fuenllana1554 / 61v - Ochsenkhun1558 / 17v - Ochsenkhun1558 / 39v - Valderrabano1547 / 6v - S-Uu87 / 53v - Cabeçon1570 / 114v;
ConcR1527;;;;Kargel1574 / B2r - Kargel1586 / 54r;
ConcR1528;Regnart;J. Regnart: RISM A/I R 742 / N°3;;D-WGuelf18.7 / II.36v - CH-BuF.IX.70 / 272 - CH-BuF.IX.70 / 284 (4) - D-B40141 / 93v (1, var) - D-B40141 / 264v (1) - D-KNu6745 / 8 (3) - D-KNhR242 / 58v (2) - DK-KkThott841 / 50r (1) - DK-KkThott841 / 50r (2) - CZ-PnmXIIIB237 / 32v (1) - Waissel1592LB / F4v (3);
ConcR1529;;RISM A/I H 2336 / N°22;;D-WGuelf18.7 / II.53v - A-LIa475 / 57v;
ConcR1530;;RISM A/I H 2336 / N°14;;CH-BuF.IX.70 / 275 (1) - CH-BuF.IX.70 / 285 (1) - D-WGuelf18.7 / II.54v - A-LIa475 / 54v (2);
ConcR1531;;CLFVau, N°1;;D-WGuelf18.7 / III.9v - GB-Cfm689 / 59v;
ConcR1532;;;;Phalese1552 / 16 (2) - Phalese1563 / 3 - Rotta1546b / 46r - Rotta1546a / 35v - Gerle1552 / E4r - D-WGuelf18.7 / III.13r;
ConcR1533;;;;Rotta1546b / 47r - Rotta1546a / 35v - Gerle1552 / E4v - D-WGuelf18.7 / III.13v;
ConcR1534;;;;Rotta1546b / 50 - Rotta1546a / 38v (K2v) - Gerle1552 / F1v - Phalese1552 / 15r - D-WGuelf18.7 / III.15r;
ConcR1535;;;;Rotta1546b / 51 - Rotta1546a / 39v - D-WGuelf18.7 / III.16v;
ConcR1536;;CLFBes, N°60;;D-WGuelf18.7 / III.7r;
ConcR1537;;DowlandCLM, N°101;;D-WGuelf18.7 / III.17r;
ConcR1538;;DowlandCLM, N°102;;D-WGuelf18.7 / III.17v;
ConcR1539;;CLFVau p.26, N°4;;D-WGuelf18.7 / III.16v;
ConcR1540;;CLFBes, N°61;;D-WGuelf18.7 / III.20v;
ConcR1541;;;;UA-LVu1400 / 8v - Vreedman1568 / 11v (citt);
ConcR1542;;;;UA-LVu1400 / 9r - Drusina1556 / 54 - NL-At.208.A.27 / 31v - Waissel1573 / C3v - D-DEl_BB_12150 / 39v (N°23);
ConcR1543;;;;UA-LVu1400 / 9v - Caroso1600 / 357 - D-B40632 / 1v - Verdelot1536 / N°3;
ConcR1544;;;;UA-LVu1400 / 15v - UA-LVu1400 / 39v - DaMilanoBorrono1546 / 21v - Wyssenbach1550 / 28r - Drusina1556 / 78 - Waissel1573 / L4r (N°40);
ConcR1545;;;;UA-LVu1400 / 19r - Drusina1556 / 14 - NewsidlerM1574 / I4v - NL-At.208.A.27 / 1r;
ConcR1546;;;;UA-LVu1400 / 20v - Phalese1545 / 26 - PhaleseI_1547 / C3v;
ConcR1547;;;;I-CFVd / 90r - I-CFVd / 100v (1) - I-CFd / 105v (1) - UA-LVu1400 / 30v - DaMilanoBorrono1546 / 2r - DK-KkThott841 / 115v (1) - Wyssenbach1550 / 4r (N°1.a) - Pacoloni1564 / II.21v - PhaleseIIII_1546 / cc2r - PhaleseII_1546 / gg1r - Phalese1573 / cc2r - Phalese1573 / gg1r;
ConcR1548;;;;UA-LVu1400 / 32v - DaMilanoBorrono1546 / 50v - Wyssenbach1550 / 5v (N°1.b);
ConcR1549;;;;UA-LVu1400 / 34r - Dalza1508 / 27v - Phalese1583 / N°8a (cons);
ConcR1550;;;;UA-LVu1400 / 105v - Newsidler1549 / N°33 (?);
ConcR1551;;;;D-WGuelf18.8 / IV.11r - D-WGuelf18.8 / IV.11v - CDN-Mc / 28r - CDN-Mc / 66v;
ConcR1552;;;;D-WGuelf18.8 / IV.19v - CH-BuF.IX.70 / 278 (2);
ConcR1553;;;;D-WGuelf18.8 / IV.25v - PL-Kj40143 / 42v - Besard1603 / 137 (1);
ConcR1554;;;;D-WGuelf18.8 / IV.27v - Besard1603 / 129v (1);
ConcR1555;;;;D-WGuelf18.8 / IV.29v - D-LEm6-15 / 166;
ConcR1556;;;;D-WGuelf18.8 / IV.34v - CH-BuF.IX.70 / 253 (3) - CH-BuF.X.11 / 16 (1) - PL-Kj40143 / 93v;
ConcR1557;;;;D-Kdma9829 / 19v - D-LEm6-15 / V.1v (2);
ConcR1558;;;;D-WGuelf18.8 / IV.38v - CH-BuF.IX.70 / 241 (3) - CH-BuF.IX.70 / 257 (3) - CH-BuF.X.11 / 11r (2) - CH-BuF.X.11 / 12r (1) - D-B40588 / 5 (1) - D-B40588 / 35 (1) - D-Sl_G.I.4(1) / 38v (3) - PL-KjW510 / 5v (1) - F-Pn27 / 13 - Attaingnant1529 / 25 - Gardano1611 / 25 - Dalza1508 / 9r - Dalza1508 / 12r - Dalza1508 / 14r - Dalza1508 / 16v - Judenkunig1523 / b3v - Negri1604 / 206 - NewsidlerH1544AB / H2v - PL-WRk352 / 48r;
ConcR1559;;;;D-WGuelf18.8 / IV.40r - Besard1603 / 130v (1);
ConcR1560;;;;D-WGuelf18.8 / IV.41r - Terzi1599 / 26 (1);
ConcR1561;;;;D-Mbs266 / 46v - I-CFVd / 69v - UA-LVu1400 / 37r;"cf. JanequinCP I /N°3 (""La Guerre"") - ConcM12"
ConcR1562;;;;UA-LVu1400 / 56r;cf. Dalza1508 / 5v
ConcR1563;;;;D-WGuelf18.8 / V.6v - Besard1603 / 91v;
ConcR1564;Alfonso Ferrabosco;FerraboscoOO96, ix, App.2;;D-WGuelf18.8 / V.9r;
ConcR1565;;;;D-WGuelf18.8 / V.20r (1) - Besard1603 / 103r (1);
ConcR1566;;;;D-WGuelf18.8 / V.20r (2) - Besard1603 / 103r (2);
ConcR1567;;;;D-WGuelf18.8 / V.20v - Besard1603 / 103v (1);
ConcR1568;;;;D-WGuelf18.8 / V.21r (1) - Besard1603 / 103v (2);
ConcR1569;;;;D-WGuelf18.8 / V.21r (2) - Besard1603 / 104r;
ConcR1570;;;;D-WGuelf18.8 / V.25r (1) - Besard1603 / 88r (1);
ConcR1571;Alfonso Ferrabosco;FerraboscoOO96, ix, App.3;;D-WGuelf18.8 / V.27r;
ConcR1572;Alfonso Ferrabosco;FerraboscoOO96, ix, App.4a;;D-WGuelf18.8 / V.47r;
ConcR1573;Alfonso Ferrabosco;FerraboscoOO96, ix, App.4b;;D-WGuelf18.8 / V.49v;
ConcR1574;;;;D-WGuelf18.8 / VI.4v - CDN-Mc / 81r;
ConcR1575;;;;D-WGuelf18.8 / VI.5v - D-WGuelf18.8 / VI.11v;
ConcR1576;John Dowland;;;D-WGuelf18.8 / VI.6v (1) - CDN-Mc / 30v;
ConcR1577;;;;D-WGuelf18.8 / VI.6v (2) - CDN-Mc / 24v - I-Uu_alb6-42 / 22v;cf. CDN-Mc / 73r
ConcR1578;;;;A-LIa475 / 63v - A-LIa475 / 67v - B-Br16.663 / 3v - D-B4022 / 45v (1) - D-WGuelf18.8 / VI.7r - F-Pn29 / 5v - I-PESalb2-22 / 16v - I-PESc-b10 / 11v;
ConcR1579;;CLFBes, Incipit N°6;;D-WGuelf18.8 / VI.8r - D-Sl_G.I.4(3) / 47v (2) - D-Ngm33748-1 / 64v;
ConcR1580;Alfonso Ferrabosco;FerraboscoOO96, ix, N°12;;D-WGuelf18.8 / VI.23r;
ConcR1581;;;;B-Br16.663 / 5r - D-WGuelf18.8 / VI.23v (2) - I-Fgalileo6 / 253 (2) - PL-Kj40032 / 392 (1) - PL-Kj40153 / 60v - PL-Kj40591 / 8r - F-Pn29 / 2r - F-Pn941 / 37r (1, corrupt) - I-PESc-b10 / 8r - I-PESc-b14 / 18r - I-Rv570 / 20v - Molinaro1599 / 8;cf. D-WGuelf18.8 / VI.24r (Il saltarello 10)
ConcR1582;Alfonso Ferrabosco;FerraboscoCW, App.5;;D-WGuelf18.8 / VII.7r;cf. ConcR477 - ConcR1584
ConcR1583;;;;Besard1603 / 167 (2) - Fuhrmann1615 / 185 (2);
ConcR1584;;;;A-KR81 / 143v - D-WGuelf18.8 / VII.8v - D-WGuelf18.8 / VII.10r - D-WGuelf18.8 / V.23r - B-Br275 / 7r (2) - B-Br275 / 7r (3) - I-FnXIX30 / 34v (1) - PL-Kj40153 / 5v - I-Nc7664 / 73r - I-PESc-b10 / 27v - Besard1603 / 167 (3) - Fuhrmann1615 / 185 (3) - US-SFscM21M3 / 90;cf. ConcR477 - ConcR1582
ConcR1585;;;;D-WGuelf18.8 / VIII.7v - D-WGuelf18.8 / VIII.8r - D-WGuelf18.8 / VIII.8v - I-Coc1-1-20 / 42v - F-LYm6244 / 7v - F-LYm6244 / 18v - CDN-Mc / 11r - CDN-Mc / 40r (1) - CDN-Mc / 40r (2) - CDN-Mc / 76v - F-Pn31 / 19v - F-Pn31 / 21v - I-PESc-b10 / 3r - I-PESc-b10 / 19v - I-TRa / 2r - Gardano1611 / 45 - Barbetta1582 / 14v - Terzi1599 / 87;
ConcR1586;;;;F-LYm6244 / 8v - D-WGuelf18.8 / VIII.9r - Barbetta1582 / D1r - Terzi1599 / 88;
ConcR1587;;;;D-WGuelf18.8 / IX.4v - PL-Kj40153 / 69v;
ConcR1588;;;;D-WGuelf18.8 / X.4v - D-DEl_BB_12150 / 70v;
ConcR1589;;;;D-WGuelf18.8 / XI.4r - Besard1603 / 140v - I-Uu_alb6-42 / 119;
ConcR1590;;;;D-WGuelf18.8 / XII.3v (2) - I-PESalb2-22 / 19r (1) - PL-Kj40032 / 394 (2) - PL-Kj40032 / 402 (1) - Besard1603 / 160r (2) - F-Pn29 / 11r (only part A);
ConcR1591;;;;D-WGuelf18.8 / XII.6r - Fuhrmann1615 / 62 (2);
ConcR1592;;;;D-Mbs266 / 36r - Pacoloni1564 / I.15v;
ConcR1593;;;;DaMilanoBorrono1548 / 19v - Borrono1548 / 17r - Borrono1563 / 33 - Pacoloni1564 / I.28r - Pacoloni1564 / II.22v - Pacoloni1564 / III.12v;
ConcR1594;;;;BianchiniD1546 / C1r - Pacoloni1564 / I.42r - Pacoloni1564 / II.34r - Pacoloni1564 / III.16v;
ConcR1595;;;;BianchiniD1546 / D1r - Pacoloni1564 / I.32v - Pacoloni1564 / II.25v - Pacoloni1564 / III.13v - US-Rm398 / 40v;
ConcR1596;;;;CH-BuF.X.11 / 7v - CH-BuF.X.11 / 15r (1) - CH-BuF.X.11 / 20v (2) - CH-BuF.X.11 / 21v - D-B40588 / 1 - D-Mbs267 / 1r - F-Pn429 / 2r - NL-At.208.A.27 / 36v (2) - LT-Vs285LXXIX / 3r (2);cf. ConcR2605
ConcR1597;;;;Adriaenssen1592 / 43r - Adriaenssen1592 / 47r - Kargel1586 / 11r - GB-LblAdd29247 / 66v - Kargel1586 / 15v (2) - NewsidlerM1574 / C2v - Phalese1571 / 93v - D-Mbs266 / 89v - F-Pn429 / 18v - Cabeçon1570 / 126r - Schmid1577 / N°5b (kb);
ConcR1598;;;;Gintzler1547 / G2v - F-Pn429 / 34r - Ochsenkhun1558 / 10v - Phalese1552 / 70 - Phalese1552 / 141 - Phalese1553 / 13v - Phalese1563 / 50v - Cabeçon1570 / 107v;
ConcR1599;;;;D-B40632 / 5v - D-Mbs267 / 6v - Gintzler1547 / C4v - NewsidlerM1574 / A1r - F-Pn429 / 38v - Ochsenkhun1558 / 7r - PhaleseIII_1547 / H2r - Phalese1552 / 78 - Phalese1552 / 143 - Phalese1553 / 14v - Phalese1563 / 53v - Phalese1568 / 57v - Phalese1571 / 95v - Phalese1574 / 65v - Rippe1562(5) / 2r;
ConcR1600;;;;D-B40632 / 7v - D-Mbs266 / 41v (1) - D-Mbs267 / 7v - Drusina1556 / 90 - F-Pn429 / 44r - Gintzler1547 / D2v - GB-EuDc5125 / 50v - HeckelDL1556 / 10 - HeckelTL1556 / 10 - NewsidlerM1574 / A3r - NL-At.208.A.27 / 24r - Ochsenkhun1558 / 8v - PhaleseIII_1547 / I1r - Phalese1552 / 80 (1) - Phalese1552 / 145 (1) - Phalese1553 / 15v (1) - Phalese1563 / 54v (1) - Phalese1568 / 58v (1) - Phalese1571 / 96v (1) - Phalese1574 / 67v - Rippe1562(5) / 4v;
ConcR1601;;;;D-B40632 / 8r - D-Mbs267 / 8r - Gintzler1547 / D3v - GB-EuDc5125 / 51v - NewsidlerM1574 / A4r - F-Pn429 / 46r - Ochsenkhun1558 / 9r - PhaleseIII_1547 / I3r - Phalese1552 / 80 (2) - Phalese1552 / 145 (2) - Phalese1553 / 15v (2) - Phalese1563 / 54v (2) - Phalese1568 / 58v (2) - Phalese1571 / 96v (2) - Rippe1562(5) / 5r;
ConcR1602;;;;F-Pn429 / 109r - Phalese1545 / 6 - PhaleseI_1547 / B3r;
ConcR1603;;;;DaCremaI_1546 / B3r (1, Recercar nono) - DaCremaIII_1546 / 7v (2) - F-Pn429 / 135r - Phalese1549 / B2v (Fantasie);
ConcR1604;;;;DaMilano1536C / 49r - DiBecchi1568 / 48 - D-MUwl439 / 55r - Gerle1552 / U3r - I-CFVd / 10v - Pacoloni1564 / I.24v - Pacoloni1564 / II.20r - Pacoloni1564 / III.11r - Phalese1563 / 62r - PL-KjW510 / 35r - PL-WRk352 / 20r;
ConcR1605;;;;Bianchini1536 / E3v - I-CFVd / 11r - Phalese1552 / 32 - Vindella1546 / B3r;cf. ConcR3233
ConcR1606;;;;DaCremaI_1546 / I1r - DaCremaIII_1546 / 33r - I-CFVd / 11v - Ochsenkhun1558 / 84v - Phalese1552 / 33;
ConcR1607;;;;I-CFVd / 17v - I-CFVd / 91v - I-CFVd / 100v (3) - I-CFVd / 106r (1) - Pacoloni1564 / I.29r - Pacoloni1564 / II.23r - Pacoloni1564 / III.11v - F-LYm6244 / 22v;
ConcR1608;;;;I-CFVd / 19v - Gorzanis1561 / A2r;
ConcR1609;;;;D-Mbs1627 / 30v - I-CFVd / 22v - NL-DHnmiA20 / 53v - S-Uu412 / 28v - GuiterneI-Morlaye / 5v (RG);
ConcR1610;;;;I-CFVd / 24v - UA-LVu1400 / 40v;
ConcR1611;;;;I-CFVd / 29v - Luis Milàn El Maestro;
ConcR1612;;;;I-CFVd / 33v - Phalese1568 / 51r;
ConcR1613;;;;I-CFVd / 35r - Luis Milàn El Maestro;
ConcR1614;;;;Gerle1552 / C1v - I-CFVd / 35v - DaCremaI_1546 / B3r (2) - DaCremaIII_1546 / 8r;
ConcR1615;;;;Molinaro1599 / 137 - Phalese1571 / 40v;
ConcR1616;;;;I-CFVd / 43v - Borrono1548 / 1v - Borrono1563 / 2 - DaMilanoBorrono1548 / 3r;
ConcR1617;Francesco da Milano;;The Lute Music of Francesco Canova da Milano (Arthur Ness) App#31;I-CFVd / 44v - D-Sl_G.I.4(1) / 67v;
ConcR1618;;;;I-CFVd / 50r - DaCremaI_1546 / F1v - DaCremaIII_1546 / 22r;
ConcR1619;;;;I-CFVd / 50v - DaCremaI_1546 / F2r - DaCremaIII_1546 / 22v;
ConcR1620;;;;I-CFVd / 50v - DaCremaI_1546 / F3r - DaCremaIII_1546 / 23r;
ConcR1621;;;;I-CFVd / 54r - GB-LblRA58 / 51v - US-Cn140C25 / 27v - NewsidlerH1540 / F2r (cognate);
ConcR1622;;;;I-CFVd / 60v - B-Br16.662 / 4r;
ConcR1623;;;;I-CFVd / 61v - Gorzanis1561 / B4v;
ConcR1624;;;;I-CFVd / 87r - I-CFVd / 99r - I-CFVd / 104r - Pacoloni1564 / I.33v - Pacoloni1564 / II.26v - Pacoloni1564 / III.14r - F-LYm6244 / 17r - US-Rm398 / 42r;
ConcR1625;;;;I-CFVd / 88v - I-CFVd / 99v (2) - I-CFVd / 104v (2) - UA-LVu1400 / 45r;
ConcR1626;;;;I-CFVd / 89r - I-CFVd / 100r - I-CFVd / 105r (1) - UA-LVu1400 / 46r;
ConcR1627;;;;I-CFVd / 89v - I-CFVd / 101r (2) - I-CFVd / 105r (2) - UA-LVu1400 / 46v;
ConcR1628;;;;I-CFVd / 73r - I-CFVd / 93v - I-CFVd / 101v;
ConcR1629;;;;I-CFVd / 75v - I-CFVd / 94v - I-CFVd / 102r;
ConcR1630;;;;I-CFVd / 77v - I-CFVd / 95v - I-CFVd / 102v (1);
ConcR1631;;;;I-CFVd / 78v - I-CFVd / 96v - I-CFVd / 102v (2);
ConcR1632;;;;I-CFVd / 82v - I-CFVd / 97r - I-CFVd / 103r (1);
ConcR1633;;;;I-CFVd / 83v - I-CFVd / 97v - I-CFVd / 103r (2);
ConcR1634;;;;I-CFVd / 90v - I-CFVd / 100v (2) - I-CFVd / 105v (2);
ConcR1635;;;;I-CFVd / 92v - I-CFVd / 101r - I-CFVd / 106r (2) - F-LYm6244 / 23v;
ConcR1636;;;;I-CFVd / 106v (1) - I-CFVd / 107r (1) - I-CFVd / 107v (1);
ConcR1637;;;;I-CFVd / 106v (2) - I-CFVd / 107r (2) - I-CFVd / 107v (2);
ConcR1638;;;;"A-Wn18821 / 9v - Abondante1546 / C3r - Abondante1563 / C3r - DaMilano1536C / 12v - DaCremaI_1546 / I3r - DaCremaIII_1546 / 34v - Drusina1556 / 77 - Gerle1552 / N2v - Pifaro1546 / c1v (""Saltarello bel fiore"") - Waissel1573 / L3v";
ConcR1639;;;;DaMilano1536C / 11v - Rotta1546a / 14v - Rotta1546b / 18r;
ConcR1640;J. Lupi;;;Barberiis1549_10 / A4r - Drusina1556 / 32 - HeckelDL1556 / 139 - PhaleseII_1546 / i1v - Phalese1552 / 41 - Phalese1563 / 23v;
ConcR1641;;;;Barberiis1549_10 / B2r - PhaleseIII_1547 / D2v - Cabeçon1570 / 85r - Cabeçon1570 / 89r;
ConcR1642;;;;Barberiis1549_10 / B3r - PhaleseIII_1547 / D4r - Cabeçon1570 / 86r - Cabeçon1570 / 90r;
ConcR1643;Melchior Newsidler;;;I-CFVd / 39v - D-Mbs1627 / 15v - NewsidlerM1574 / N3v;
ConcR1644;;;;Phalese1545 / 41 - PhaleseI_1547 / E2v;
ConcR1645;;;;Phalese1545 / 52 - PhaleseI_1547 / F3v;cf. ConcR2337
ConcR1646;;;;CH-SO_DA111 / 37v - D-LEm11-26 / 5 (2) - D-Dl_M297 / 57 - GB-LblSloane1021 / 81v (2);
ConcR1647;;;;D-Usch132 / 48 - D-Usch132 / 49 (mand) - US-Cn7Q5 / 99;
ConcR1648;;;;US-Cn7Q5 / 47;Partie: Conc_3476
ConcR1649;;;;Phalese1545 / 14 - PhaleseV_1547 / A1v;
ConcR1650;;;;DaCremaI_1546 / C4v - DaCremaIII_1546 / 13r - PhaleseV_1547 / B2r;
ConcR1651;;;;DaCremaI_1546 / D1r - DaCremaIII_1546 / 13v - PhaleseV_1547 / B3r;
ConcR1652;;;;DaCremaI_1546 / D1v - DaCremaIII_1546 / 14r - PhaleseV_1547 / B3v;
ConcR1653;;;;DaCremaI_1546 / D2r - DaCremaIII_1546 / 14v - PhaleseV_1547 / B4r;
ConcR1654;;;;DaCremaI_1546 / D3v - DaCremaIII_1546 / 16r - PhaleseV_1547 / B4v;
ConcR1655;;;;DaCremaI_1546 / E1r - DaCremaIII_1546 / 17v - PhaleseV_1547 / C1v - Phalese1552 / 34 (2) - NL-UuAA28 / 2r (2);
ConcR1656;;;;DaCremaI_1546 / E1v - DaCremaIII_1546 / 18r - PhaleseV_1547 / C2r;
ConcR1657;;;;DaCremaI_1546 / E2r - DaCremaIII_1546 / 18v - PhaleseV_1547 / C3r;
ConcR1658;;;;DaCremaI_1546 / E3r - DaCremaIII_1546 / 19v - PhaleseV_1547 / C4r;
ConcR1659;;;;DaCremaI_1546 / E3v - DaCremaIII_1546 / 20r - PhaleseV_1547 / C4v;
ConcR1660;;;;DaCremaI_1546 / E4r - DaCremaIII_1546 / 20v - PhaleseV_1547 / D1r;
ConcR1661;;;;DaCremaI_1546 / F1r - DaCremaIII_1546 / 21r - PhaleseV_1547 / D2r;
ConcR1662;;;;CH-BuF.IX.70 / 79 - LeRoy1551 / 13r - Rotta1546a / 18v - Rotta1546b / 24r - PhaleseV_1547 / D3r - S-Uu412 / 6v;
ConcR1663;;;;Rotta1546a / 19v - Rotta1546b / 24v - PhaleseV_1547 / D3v;
ConcR1664;;;;Rotta1546a / 21r - Rotta1546b / 26v - PhaleseV_1547 / D4v;
ConcR1665;;;;Abondante1548 / 34 - A-Wn18790 / 8v - Rotta1546a / 21v - Rotta1546b / 27v - PhaleseV_1547 / E1v;
ConcR1666;;;;BianchiniD1546 / D3v - PhaleseV_1547 / E2v;
ConcR1667;;;;BianchiniD1546 / D1v - PhaleseV_1547 / F1r;
ConcR1668;;;;Gerle1533 / 53v - Rotta1546a / 24v - Rotta1546b / 31v - PhaleseV_1547 / F4v;
ConcR1669;;;;Gerle1533 / 55r - Rotta1546a / 26r - Rottab1546b / 33r - PhaleseV _1547 / G2r;
ConcR1670;;;;Gerle1552 / O3r - Rotta1546a / 2r - Rotta1546b / 2v - PhaleseV_1547 / H1r;
ConcR1671;;;;DaCremaI_1546 / I4v - DaCremaIII_1546 / 36r - Gerle1552 / N3r - PhaleseV_1547 / H3r;
ConcR1672;;;;DaCremaI_1546 / K1r - DaCremaIII_1546 / 36v - Gerle1552 / N3v;
ConcR1673;;;;Phalese1545 / 3 (1) - PhaleseI_1547 / B1v (1) - Phalese1549 / B1v (1);
ConcR1674;;;;Phalese1545 / 3 (2) - PhaleseI_1547 / B1v (2) - CH-BuF.IX.70 / 9 (3, Preludium VI) - Gerle1533 / 9v (1);
ConcR1675;;;;Phalese1545 / 7 - PhaleseI_1547 / B2v;
ConcR1676;;;;Phalese1545 / 12 - Dalza1508 / 4v;
ConcR1677;;;;Phalese1545 / 18 - PhaleseI_1547 / B4r;
ConcR1678;;;;Phalese1545 / 20 / PhaleseI_1547 / C1r;
ConcR1679;;;;Attaingnant1529 / 27v - Attaingnant1529 / 28v - Phalese1545 / 21 - PhaleseI_1547 / C1v;
ConcR1680;;;;Attaingnant1529 / 25v - Attaingnant1529 / 26v - NewsidlerH1549AB / T4v - Phalese1545 / 22 - PhaleseI_1547 / C2r - Phalese1549 / D1r;
ConcR1681;;;;Phalese1545 / 24 - PhaleseI_1547 / H1r;
ConcR1682;;;;Phalese1545 / 27 - PhaleseI_1547 / C4r;
ConcR1683;;;;D-ROuMed3 / 157v - Gerle1533 / 19v - HeckelTL1556 / 23 - HeckelTL1562 / 23 - Phalese1545 / 30 - PhaleseI_1547 / D1v;
ConcR1684;;;;Phalese1545 / 34 - PhaleseI_1547 / D3v - Phalese1549 / C3v;
ConcR1685;;;;Phalese1545 / 37 - PhaleseI_1547 / D4v - Phalese1549 / C2v;
ConcR1686;;;;Phalese1545 / 43 - PhaleseI_1547 / E4r - Phalese1549 / G1v;
ConcR1687;;;;D-Mbs266 / 56v - D-Mbs2987 / 10v (4) - HeckelDL1556 / 146 - Phalese1545 / 44 - PhaleseI_1547 / E4v - Phalese1549 / E1r - Phalese1549 / G1r - Phalese1552 / 35 (1) - Phalese1563 / 52r;
ConcR1688;Roger Patie;;;Bakfark1553 / G1r - Bakfark1564 / 17r - Belin1556 / C2v - D-B40632 / 19v - D-Mbs266 / 107v - Drusina1556 / 34 - HeckelDL1556 / 172 - NewsidlerM1574 / 27r - Phalese1545 / 48 - PhaleseIII_1547 / A3v - Phalese1549 / E2v - Phalese1552 / 27 - Phalese1552 / 86 - Phalese1563 / 17v - Phalese1568 / 23v - Phalese1571 / 28v - Phalese1571 / 41v - Phalese1574 / 28r - Rippe1544(3) / 10v - Rippe1562(2) / 11r - Waissel1573 / C4v;
ConcR1689;;;;Phalese1545 / 53 - PhaleseI_1547 / F4r - Phalese1549 / F4v - Phalese1563 / 47r;
ConcR1690;;;;Phalese1545 / 54 - PhaleseI_1547 / F4v - NL-DHnmiA20 / 56v - D-Mbs267 / 40v - F-Pn429 / 147v;
ConcR1691;;;;Phalese1545 / 56 - PhaleseI_1547 / G1v - Phalese1552 / 52 - Phalese1563 / 21v - Phalese1571 / 70r;
ConcR1692;Cl. de Sermisy;;;HeckelDL1556 / 156 - Phalese1545 / 60 - PhaleseIII_1547 / A4v - Phalese1549 / D4v - Phalese1552 / 36 - Phalese1563 / 11v - Phalese1568 / 12v - Phalese1571 / 22v;
ConcR1693;;;;PhaleseIII_1547 / B1v - Phalese1552 / 37 - Phalese1563 / 12r - Phalese1568 / 13r - Phalese1571 / 23r;
ConcR1694;;;;Barberiis1549_9 / D1v (2) - Phalese1545 / 67 - PhaleseII_1546 / n3v - PL-WRk352 / 11r;cf. ConcM12
ConcR1695;;;;Phalese1545 / 71 - PhaleseII_1546 / o3r - PL-WRk352 / 13v - GuiterneIII-Gorlier / f2v (gt);cf. ConcM13
ConcR1696;;;;Phalese1545 / 79 - Phalese1549 / I2v;
ConcR1697;;;;Phalese1545 / 80 - Phalese1549 / I3v;
ConcR1698;;;;Phalese1545 / 81 - Phalese1549 / I1v;
ConcR1699;;;;Phalese1545 / 83 - Phalese1549 / I1r;
ConcR1700;;;;Phalese1545 / 85 (1) - Phalese1549 / I2r;
